MCGS_TIME,MCGS_TIMEMS,Cold trap,Тем-ра камеры,№Іѕ§µгОВ¶И,регулир-я,Уставка температуры,"Вакуум, ПА",температура 1,температура 2,температура 3,температура 4,температура 5,температура 6
15.03.2024 23:09,313,-1.1,19.5,925.7,-56,20,2.1,-8.8,-23.3,-21.6,-12.5,-11.5,-16.7
15.03.2024 23:12,314,-3.1,19.2,925.7,-59.9,20,2.2,-8.7,-23.1,-21.6,-12.5,-11.3,-16.8
15.03.2024 23:15,313,-1.1,19.1,925.7,-59.6,20,2.1,-8.5,-22.9,-21.5,-12.5,-11.2,-16.8
15.03.2024 23:18,313,-7,19.8,925.7,-64.4,20,2.6,-8.4,-22.6,-21.4,-12.4,-11,-16.7
15.03.2024 23:21,314,-3,19.9,925.7,-76.4,20,2.4,-8.2,-22.3,-21.3,-12.3,-10.7,-16.6
15.03.2024 23:24,313,0.4,19.6,925.7,-70.2,20,1.4,-8.1,-22.5,-21.3,-12.2,-10.7,-16.6
15.03.2024 23:27,313,-7.8,19.9,925.7,-58.3,20,2.9,-8,-22.2,-21.4,-12.2,-10.1,-16.7
15.03.2024 23:30,313,-3.8,19.8,925.7,-78.8,20,2.8,-7.9,-21.6,-21.1,-12.1,-9.8,-16.6
15.03.2024 23:33,314,-3.5,20,925.7,-74.9,20,2.2,-7.8,-21.5,-21.1,-12,-9.7,-16.5
15.03.2024 23:36,313,0,19.9,925.7,-71.3,20,1.2,-7.6,-21.5,-21.1,-11.9,-9.6,-16.6
15.03.2024 23:39,314,-2,19.5,925.7,-53.2,20,2.4,-7.6,-21,-21.1,-11.9,-9.5,-16.7
15.03.2024 23:42,314,-1.2,18.8,925.7,-43.8,20,2.8,-7.5,-20.3,-20.8,-11.8,-9.2,-16.5
15.03.2024 23:45,313,-7.5,20,925.7,-67.4,20,3.5,-7.4,-19.8,-20.5,-11.6,-9.1,-16.4
15.03.2024 23:48,314,-1,19.7,925.7,-73.5,20,2.7,-7.2,-19.5,-20.4,-11.4,-8.9,-16.3
15.03.2024 23:51,314,0.6,19.4,925.7,-67.5,20,1.2,-7.1,-18.9,-20.5,-11.2,-8.9,-16.3
15.03.2024 23:54,314,-3.2,20,925.7,-62.2,20,2.2,-7,-17.8,-20.6,-11.2,-8.8,-16.5
15.03.2024 23:57,313,-3.2,19.4,925.7,-63.5,20,2.6,-6.9,-16.4,-20.3,-10.7,-8.5,-16.4
16.03.2024 0:00,314,-1,20,925.7,-73.2,20,1.9,-6.8,-14,-20.3,-9.8,-8.4,-16.3
16.03.2024 0:03,314,-1.2,19.6,925.7,-54,20,2.4,-6.8,-13,-20.2,-9.4,-8.6,-16.4
16.03.2024 0:06,314,-4.2,19.7,925.7,-76.9,20,2.7,-6.6,-12.2,-20,-9.1,-8.5,-16.2
16.03.2024 0:09,314,0.2,18.9,925.7,-56.1,20,2.1,-6.6,-11.7,-19.9,-8.8,-8.4,-16.2
16.03.2024 0:12,314,0.1,19.6,925.7,-68.5,20,1.2,-6.5,-11.3,-20.1,-8.6,-8.3,-16.3
16.03.2024 0:15,313,-5.8,19.9,925.7,-52.2,20,2.4,-6.4,-10.7,-19.9,-8.4,-8.1,-16.3
16.03.2024 0:18,314,-2.8,19.6,925.7,-63.9,20,2.7,-6.3,-10.2,-19.6,-8.2,-8,-16.1
16.03.2024 0:21,314,-2.6,20,925.7,-76,20,2.2,-6.2,-9.7,-19.5,-7.8,-7.8,-15.9
16.03.2024 0:24,314,0.3,19.7,925.7,-71.2,20,1.4,-6.1,-9.4,-19.6,-7.6,-7.8,-16
16.03.2024 0:27,314,-6.8,19.9,925.7,-71.9,20,2.2,-6,-9.1,-19.6,-7.4,-7.6,-16.1
16.03.2024 0:30,314,-4.4,19.3,925.7,-56.6,20,2.7,-5.9,-8.6,-19.3,-7.2,-7.4,-15.9
16.03.2024 0:33,314,-2.4,20,925.7,-65,20,2.2,-5.8,-8.3,-19.2,-6.9,-7.3,-15.8
16.03.2024 0:36,314,-0.1,19.9,925.7,-72,20,1,-5.7,-8.1,-19.4,-6.7,-7.3,-15.9
16.03.2024 0:39,314,-7.3,19.7,925.7,-59.6,20,2.4,-5.6,-7.7,-19.2,-6.5,-7.1,-15.8
16.03.2024 0:42,314,-4.5,20,925.7,-74.8,20,2.2,-5.5,-7.3,-19,-6.2,-6.9,-15.7
16.03.2024 0:45,314,-0.2,19.9,925.7,-72.1,20,1.2,-5.5,-7.1,-19.1,-5.9,-6.8,-15.7
16.03.2024 0:48,314,-1.7,19.3,925.7,-55.3,20,2.1,-5.4,-6.7,-19,-5.7,-6.7,-15.6
16.03.2024 0:51,314,-1.9,18.9,925.7,-55.6,20,2.4,-5.3,-6.2,-18.7,-5.4,-6.5,-15.5
16.03.2024 0:54,314,-3.4,19.8,925.7,-77.4,20,2.2,-5.2,-5.9,-18.6,-5.1,-6.4,-15.3
16.03.2024 0:57,314,0.4,19.2,925.7,-64.3,20,1.2,-5.1,-5.7,-18.6,-4.8,-6.3,-15.3
16.03.2024 1:00,313,-1.6,19.2,925.7,-56.8,20,1.9,-5,-5.4,-18.7,-4.6,-6.3,-15.4
16.03.2024 1:03,314,-6.5,19.6,925.7,-63,20,2.5,-5,-5,-18.4,-4.4,-6,-15.2
16.03.2024 1:06,313,0.1,19.3,925.7,-63.7,20,1.9,-4.8,-4.7,-18.2,-4.1,-5.9,-15.1
16.03.2024 1:09,314,1,19.1,925.7,-58.3,20,1,-4.8,-4.5,-18.2,-3.8,-5.9,-15.1
16.03.2024 1:12,313,-2.1,19.3,925.7,-47.3,20,2.2,-4.7,-4.4,-18,-3.7,-5.7,-15
16.03.2024 1:15,314,-5.2,19.3,925.7,-55.2,20,2.6,-4.6,-4.1,-17.6,-3.4,-5.6,-14.8
16.03.2024 1:18,313,-1.8,20,925.7,-75,20,1.9,-4.5,-3.9,-17.4,-3.1,-5.5,-14.7
16.03.2024 1:21,313,-0.1,19.9,925.7,-59.1,20,1.8,-4.3,-3.8,-17.3,-2.8,-5.4,-14.6
16.03.2024 1:24,314,-4.7,19.7,925.7,-61.7,20,1.9,-4.2,-3.7,-16.9,-2.5,-5.2,-14.6
16.03.2024 1:27,314,-5.8,20.5,925.7,-76.6,35,1.4,-4.1,-3.5,-16.4,-2.2,-5,-14.4
16.03.2024 1:30,313,-13.2,23.6,925.7,-78.2,35,0.7,-3.8,-3.2,-16.2,-1.6,-4.5,-14.3
16.03.2024 1:33,314,-23.4,26.7,925.7,-70.8,35,1.2,-3.3,-2.6,-15.8,-0.8,-3.6,-13.8
16.03.2024 1:36,314,-34.1,29.7,925.7,-62,35,1.9,-2.7,-1.7,-15.3,0.2,-2.5,-13.2
16.03.2024 1:39,314,-38.4,32.6,925.7,-91.9,35,2.1,-1.9,-0.7,-14.7,1.5,-1.4,-12.5
16.03.2024 1:42,314,-34.3,34.7,925.7,-75.3,35,2,-1,0.3,-14.1,2.8,-0.3,-11.8
16.03.2024 1:45,314,-6.6,34.8,925.7,-54.5,35,2.3,-0.2,1.2,-13.6,4,0.2,-11.3
16.03.2024 1:48,314,-3.5,34.5,925.7,-82.2,35,2.7,0.3,2.1,-13,5,0.6,-10.8
16.03.2024 1:51,314,-1,34.2,925.7,-61.8,35,2.4,0.8,2.9,-12.6,6,1,-10.5
16.03.2024 1:54,313,-0.9,34.7,925.7,-57.9,35,1.4,1.3,3.5,-12.5,6.8,1.4,-10.4
16.03.2024 1:57,314,-5,34.7,925.7,-52.5,35,2.3,1.6,4.1,-12.2,7.5,1.7,-10.1
16.03.2024 2:00,314,-6.9,34.8,925.7,-62.3,35,2.8,1.9,4.7,-11.8,8.2,2,-9.8
16.03.2024 2:03,314,-1.5,34.5,925.7,-60.9,35,2.2,2.2,5.3,-11.5,8.9,2.3,-9.6
16.03.2024 2:06,313,-1.3,34.5,925.7,-54.4,35,1.9,2.5,5.8,-11.4,9.5,2.5,-9.4
16.03.2024 2:09,313,-21.3,35,925.7,-81.1,35,2.2,2.7,6.2,-11.1,10,2.8,-9.1
16.03.2024 2:12,314,-7.2,35,925.7,-75.7,35,2.8,2.8,6.6,-10.7,10.6,3,-8.6
16.03.2024 2:15,314,-1.2,34.9,925.7,-66.7,35,1.6,3.1,7,-10.5,11.2,3.3,-8.1
16.03.2024 2:18,314,-0.3,34.5,925.7,-63.3,35,1.2,3.3,7.4,-10.4,11.7,3.5,-7.4
16.03.2024 2:21,314,-2.6,34.7,925.7,-73,35,1,3.5,7.8,-10.2,12.2,3.8,-5.5
16.03.2024 2:24,314,-4.9,34.9,925.7,-56.6,35,2,3.6,8.1,-9.9,12.7,4.1,-4.4
16.03.2024 2:27,314,-6.2,35,925.7,-84.9,35,2.2,3.8,8.5,-9.6,13.2,4.4,-3.2
16.03.2024 2:30,314,-2,34.5,925.7,-80.7,35,2.2,3.9,9,-9.3,13.7,4.6,-2.1
16.03.2024 2:33,314,0.3,34.3,925.7,-67.1,35,1.9,4.1,9.4,-9.1,14.2,4.9,-1.1
16.03.2024 2:36,314,-5,34.9,925.7,-56.5,35,2,4.3,9.8,-9,14.6,5.2,-0.4
16.03.2024 2:39,314,-13,35,925.7,-79.7,35,2.2,4.4,10.2,-8.7,15,5.3,0.2
16.03.2024 2:42,313,-6.2,35,925.7,-79.5,35,2,4.6,10.6,-8.4,15.4,5.6,0.8
16.03.2024 2:45,313,0.3,34.6,925.7,-67.8,35,0.7,4.8,11,-8.2,15.9,5.9,1.4
16.03.2024 2:48,313,-3.5,35,925.7,-53,35,1.6,4.9,11.3,-7.9,16.2,6.1,1.9
16.03.2024 2:51,313,-2.5,34.6,925.7,-71.8,35,1.9,5,11.6,-7.6,16.6,6.5,2.5
16.03.2024 2:54,314,0.6,34.8,925.7,-69.8,35,0.7,5.2,12,-7.4,17,6.8,3
16.03.2024 2:57,314,-5,34.7,925.7,-65.7,35,1.9,5.3,12.3,-7.1,17.3,7.1,3.6
16.03.2024 3:00,313,0.1,34.6,925.7,-69.1,35,0.8,5.4,12.7,-6.7,17.7,7.5,4.1
16.03.2024 3:03,313,-6,34.9,925.7,-69.1,35,1.8,5.5,13,-6.5,18.1,7.8,4.7
16.03.2024 3:06,314,-2.5,34.7,925.7,-56.5,35,1.8,5.7,13.4,-6.1,18.4,8.2,5.3
16.03.2024 3:09,314,-1.9,34.7,925.7,-56.4,35,1.4,5.8,13.7,-5.9,18.8,8.6,5.9
16.03.2024 3:12,314,-10.8,34.9,925.7,-83.9,35,1.9,5.9,14.1,-5.5,19.2,9,6.5
16.03.2024 3:15,314,-2.7,34.9,925.7,-76.2,35,1.4,6.1,14.5,-5.1,19.6,9.4,7.1
16.03.2024 3:18,313,-0.6,34.9,925.7,-62.2,35,1,6.2,14.8,-4.8,20,9.8,7.7
16.03.2024 3:21,314,-2.8,34.2,925.7,-57.3,35,1.4,6.4,15.2,-4.5,20.4,10.3,8.3
16.03.2024 3:24,314,-0.7,34.3,925.7,-64.5,35,1.4,6.5,15.6,-4.1,20.8,10.7,9
16.03.2024 3:27,313,-0.5,34.7,925.7,-68.1,35,0.55,6.7,16.1,-3.8,21.2,11.1,9.7
16.03.2024 3:30,313,-11.2,34.9,925.7,-50.9,35,1.4,6.7,16.4,-3.5,21.6,11.5,10.2
16.03.2024 3:33,314,-8.3,34.9,925.7,-83.6,35,2,6.8,16.9,-3,21.9,11.9,10.9
16.03.2024 3:36,314,0.3,34,925.7,-56.2,35,1.4,7,17.3,-2.7,22.3,12.3,11.5
16.03.2024 3:39,314,-0.5,34.8,925.7,-68.3,35,0.5,7.2,17.6,-2.4,22.6,12.7,12
16.03.2024 3:42,313,-6.1,34.7,925.7,-55.9,35,1.9,7.2,17.9,-2,22.9,13.2,12.5
16.03.2024 3:45,314,-0.1,34.4,925.7,-67.1,35,0.9,7.4,18.2,-1.6,23.3,13.6,13.1
16.03.2024 3:48,314,-4.3,34.8,925.7,-56.6,35,0.8,7.5,18.4,-1.3,23.6,14,13.6
16.03.2024 3:51,314,-8,34.2,925.7,-59.5,35,1.4,7.6,18.7,-0.8,23.9,14.4,14.3
16.03.2024 3:54,314,-3.2,34.9,925.7,-68.9,35,0.8,7.7,19,-0.3,24.3,14.8,14.9
16.03.2024 3:57,314,-4,34.8,925.7,-58,35,0.6,7.9,19.3,0,24.6,15.2,15.5
16.03.2024 4:00,314,-5.9,34.8,925.7,-47.4,35,1.4,7.9,19.6,0.5,24.9,15.5,16.1
16.03.2024 4:03,313,-4.2,34.5,925.7,-68,35,1.8,8,19.8,1.1,25.2,15.9,16.7
16.03.2024 4:06,313,0.3,34.2,925.7,-61.4,35,0.6,8.2,20.1,1.6,25.5,16.3,17.3
16.03.2024 4:09,314,-0.5,34.8,925.7,-64,35,0.55,8.3,20.3,2.1,25.9,16.7,18
16.03.2024 4:12,314,-1.2,34.7,925.7,-78.5,35,0.9,8.4,20.6,2.6,26.1,17,18.6
16.03.2024 4:15,313,-2,34.6,925.7,-59.8,35,0.8,8.5,20.8,3.2,26.5,17.5,19
16.03.2024 4:18,314,-3.6,34.9,925.7,-76.4,35,0.7,8.7,21.1,3.9,26.8,17.9,19.5
16.03.2024 4:21,314,0.2,34.2,925.7,-59.3,35,0.7,8.8,21.3,4.7,27,18.4,19.9
16.03.2024 4:24,313,-2.1,34.5,925.7,-48.6,35,0.9,8.9,21.6,5.7,27.3,18.7,20.2
16.03.2024 4:27,313,-3.1,34.8,925.7,-83.6,35,1,9,21.9,6.6,27.6,19.1,20.7
16.03.2024 4:30,314,-0.8,34.1,925.7,-57.3,35,0.8,9.1,22.2,7.5,27.9,19.6,21.1
16.03.2024 4:33,314,-2.5,34.8,925.7,-62.6,35,0.5,9.3,22.4,8,28.1,19.9,21.4
16.03.2024 4:36,313,-0.4,34.6,925.7,-75.2,35,0.8,9.4,22.7,8.4,28.3,20.4,21.8
16.03.2024 4:39,314,-0.6,35,925.7,-70.9,35,0.5,9.5,23,8.5,28.6,20.8,22.1
16.03.2024 4:42,314,-6.5,34.8,925.7,-83,35,0.7,9.6,23.2,9.3,28.9,21.2,22.5
16.03.2024 4:45,314,-2.5,34.6,925.7,-68.5,35,0.9,9.8,23.5,9.8,29.1,21.6,22.9
16.03.2024 4:48,314,0.3,34.7,925.7,-69.8,35,0.4,9.9,23.8,10.2,29.3,21.9,23.3
16.03.2024 4:51,314,-0.1,33.9,925.7,-53.6,35,0.55,10.1,24,10.6,29.6,23.6,23.6
16.03.2024 4:54,314,-7,34.7,925.7,-53.6,35,0.8,10.2,24.3,10.9,29.8,24.2,23.9
16.03.2024 4:57,314,-2.3,34.9,925.7,-64.2,35,0.8,10.3,24.6,11.3,30.1,24.6,24.3
16.03.2024 5:00,314,-1.2,34.9,925.7,-58.1,35,1,10.5,24.9,11.6,30.3,25,24.5
16.03.2024 5:03,313,-8.5,34.9,925.7,-61.8,35,0.9,10.6,25.1,11.9,30.5,25.3,24.8
16.03.2024 5:06,314,0.3,34.1,925.7,-61.7,35,0.5,10.8,25.4,12.3,30.8,25.8,25.1
16.03.2024 5:09,313,-7.3,35,925.7,-62.8,35,0.7,11,25.7,12.6,31,26.2,25.4
16.03.2024 5:12,314,-5.5,35,925.7,-73.3,35,0.7,11.1,25.9,13,31.1,26.5,25.7
16.03.2024 5:15,314,-4.4,35,925.7,-77.6,35,0.7,11.2,26.2,13.4,31.3,26.9,26
16.03.2024 5:18,313,-0.2,35,925.7,-65.2,35,0.35,11.5,26.4,13.7,31.5,27.3,26.3
16.03.2024 5:21,314,-11.8,34.8,925.7,-60.4,35,0.55,11.6,26.7,14,31.6,27.7,26.5
16.03.2024 5:24,313,-1.3,34.3,925.7,-58.7,35,0.8,11.7,26.9,14.4,31.8,28,26.8
16.03.2024 5:27,314,0.6,34.6,925.7,-70.6,35,0.45,11.9,27.2,14.7,32,28.4,27
16.03.2024 5:30,314,0.5,34.1,925.7,-57.6,35,0.45,12.1,27.4,15.1,32.1,28.7,27.3
16.03.2024 5:33,313,-4.4,34.6,925.7,-54.6,35,0.55,12.2,27.6,15.5,32.3,29,27.5
16.03.2024 5:36,314,-3.5,34.8,925.7,-71.3,35,0.45,12.4,27.9,15.8,32.5,29.3,27.7
16.03.2024 5:39,313,1.1,34,925.7,-54,35,0.45,12.6,28.1,16.2,32.6,29.6,28
16.03.2024 5:42,314,-2.5,34.2,925.7,-56.8,35,0.55,12.8,28.3,16.6,32.7,29.9,28.2
16.03.2024 5:45,313,-1.5,34.9,925.7,-73.6,35,0.45,13,28.5,16.9,32.9,30.2,28.4
16.03.2024 5:48,313,-4.1,34.8,925.7,-57.9,35,0.55,13.2,28.7,17.3,33,30.4,28.6
16.03.2024 5:51,314,-2.5,34.9,925.7,-56.7,35,0.8,13.3,29,17.6,33.1,30.7,28.8
16.03.2024 5:54,313,-9.4,34.6,925.7,-64.1,35,0.5,13.5,29.2,18,33.2,31,29
16.03.2024 5:57,314,-3.1,32.2,925.7,-49.9,-50,4.5,13.6,29.5,18.4,33.5,31.4,29.3
